definition_id,example_sn,example_cn,example_en,example_img
446711,3,擀饺子皮ㄦ,roll out dumpling wrappings,
446711,4,把盐擀一擀。,roll the salt,
446712,1,"先用水把玻璃擦净,然后再擀一过ㄦ。","When you have finished cleaning the windows with a wet towel, use a dry one to polish them.",
447112,1,"路上不小心,钱包让人绺去了。",The purse was stolen on the road due to my carelessness.,
447211,1,"哐的一声,脸盆掉在了地上。",The basin fell with a crash.,
447311,1,延宕,procrastinate; keep putting off,
447311,2,推宕。,put off; postpone,
447312,1,跌宕。,unrestrained; unbridled; varied,
447411,1,孤孀,orphan and widow,
447411,2,孀居,live as a widow,
447411,3,烈士遗孀。,widow of a martyr,
447811,1,推诿。,skulk,
448011,1,消弭,put an end to; prevent; stop,
448011,2,弭患,remove a source of trouble,
448011,3,弭战。,quell a rebellion; stop a war,
448411,1,姣好。,beautiful; graceful; charming,
448711,1,睥睨,cast a sidelong glance at,
448711,2,睨视。,look out of the corner of one's eye,
448811,1,旌表,confer honours on sb.,
448811,2,以旌其功。,to make known one's merits,
448812,1,旌表,confer honours on sb.,
448812,2,以旌其功。,to make known one's merits,
448911,1,正而不谲。,honest and never up to any tricks; upright,
448912,1,诡谲。,strange and volatile; treacherous; eccentric and wild; crafty; cunning; tricky,
449011,1,整饬。,put in order; strengthen,
449012,1,饬其遵办。,order sb. to do as told,
449013,1,谨饬。,prudent; careful; circumspect; cautious,
449111,1,老鸨。,madam,
449112,1,老鸨。,madam,
449211,1,边陲。,frontiers,
449311,1,洵属可贵。,truly valuable,
449611,1,杳然,without a trace,
449611,2,杳无音信,there has been no news whatsoever (about sb.); have never been heard of since,
449611,3,杳无踪迹。,disappear without a trace; vanish,
449721,1,疏浚,dredge,
449721,2,浚渠,dredge a canal,
449721,3,浚河,dredge a river,
449721,4,浚泥船。,dredger,
450111,1,罪戾。,crime,
450112,1,暴戾,ruthless; tyrannical,
450112,2,乖戾。,perverse,
450711,1,黏液,glutinous liquid,
450711,2,黏米,sticky rice; glutinous rice,
450711,3,胶水很黏。,The glue is very sticky.,
450911,1,颦眉,knit one's brows,
450911,2,一颦一笑。,every frown and every smile; each facial expression,
451011,1,赊购,buy on credit,
451011,2,赊销,sell on credit,
451011,3,"前账未清,不能再赊。",No more credit before the old accounts are cleared up.,
451111,1,龙蟠虎踞。,where the dragon coils and the tiger crouches — place of strategic importance,
451311,1,弹劾,impeach (a public official),
451311,2,参劾。,present a memorial to the emperor impeaching an official,
451411,1,胯下,crotch,
451411,2,胯骨。,hipbone,
451611,1,赕佛。,"donate money, etc., to a Buddhist temple",
451711,1,获益甚夥。,gain much from; benefit greatly from,
451811,1,他在大门口踅来踅去,He was loitering at the gate.,
451811,2,"没走多远,就踅回来了。",(He) turned back after not going very far.,
451911,1,延袤万余里。,"extend for more than 10,000 li",
452111,1,抻面,make noodles by stretching the dough by hand,
452111,2,抻着脖子看,crane one's neck to see,
452111,3,皮筋ㄦ越抻越长。,"The more a rubber band is stretched, the longer it becomes.",
452411,1,罹祸,suffer misfortune,
452411,2,罹病。,fall ill; suffer from a disease,
452611,1,罢黜,remove sb. from office,
452611,2,黜退。,sack; fire; relieve sb. of a post,
453211,1,谩骂。,hurl invectives; fling abuses,
453311,1,这个牌子的电器最孬。,The electrical appliances under this brand are of the worst quality.,
453312,1,孬种。,coward; chicken-hearted person,
453411,1,微愠,look slightly irritated,
453411,2,愠色。,angry look; irritated look,
453511,1,馥郁。,strong fragrance; heavy perfume,
453711,1,砥石。,whetstone,
454011,1,"咣的一声,关上了大门。",(He) slammed the door shut with a bang or (He) shut the door with a bang.,
454311,1,绾个扣ㄦ,tie a knot-like button,
454311,2,把头发绾起来。,tie up one's hair into a bun,
454411,1,嗟叹。,heave a sigh; sigh,
454711,1,孟良崮,Menglianggu,
454711,2,抱犊崮(都在山东)。,Baodugu (both in Shandong Province),
454811,1,社稷。,country; state; the God of the Land and the God of Grains,
454812,1,社稷。,country; state; the God of the Land and the God of Grains,
455111,1,鸿猷(大计划)。,great plan,
455311,1,良莠不齐。,The good and the bad are intermingled.,
455312,1,良莠不齐。,The good and the bad are intermingled.,
455411,1,秫秸,sorghum stalk,
455411,2,秫米。,husked sorghum,
455611,1,纨扇。,round silk fan,
455711,1,砻了两担稻子。,Two dan (1 dan=50 kg.) of rice were hulled.,
455712,1,砻了两担稻子。,Two dan (1 dan=50 kg.) of rice were hulled.,
455921,1,中鹄。,hit the target,
456011,1,受人揶。,be mocked at,
456111,1,漕粮,grain transported to the capital by water,
456111,2,漕渠,canal,
456111,3,漕船(运漕粮的船)。,(in ancient China) boat for carrying grain to the capital,
456411,1,奶酪。,cheese,
456412,1,杏仁酪,almond jelly,
456412,2,核桃酪。,walnut cream,
456611,1,贵胄。,descendants of aristocrats,
456612,1,甲胄。,armour and helmet,
456711,1,蝼蚁。,mole crickets and ants,
456911,1,桃树蓓满枝,The branches on the peach trees are strung with buds.,
456911,2,蓓。,buds in the realm of fine arts,
457111,1,妆奁(嫁妆)。,dowry,
457311,1,赤壁鏖兵。,decisive Battle of Chibi between Cao Cao's army and the allied forces of Sun Quan and Liu Bei in 208 in present-day Hubei Province,
457411,1,徇情,"act in violation of law, discipline, etc. out of personal considerations",
457411,2,徇私。,act dishonestly for one's own benefit,
457622,1,挨噌。,get a scolding,
457811,1,门闩,door bolt,
457811,2,上了闩。,fasten with a latch,
457812,1,把门闩上,bolt the door,
457812,2,门闩得紧紧的。,The door is tightly bolted.,
457911,1,水榭,pavilion by the waterside; waterside pavilion,
457911,2,歌台舞榭。,platform; stage; hall for singing and dancing,
458011,1,差忒。,blunder; error,
458021,1,"这屋子忒小,挤不下。",The room is too small to hold all of (us).,
458111,1,田塍。,low bank of earth between fields; ridge,
458411,1,左支右绌,be in financial straits or unable to cope with a situation,
458411,2,相形见绌。,stand no comparison,
458611,1,一阵嘭嘭嘭的敲门声。,There arose an incessant thumping of the door.,
458913,1,你赶车的技术真不瓤,You're not bad at driving a cart.,
458913,2,病后身体瓤。,feel weak in the aftermath of an illness,
459411,1,锲而不舍。,keep on chiselling or chipping away — work with perseverance; stick to sth. with perseverance; make steady or unflagging efforts,
459911,1,江浔。,riverside,
460311,1,颔首。,nod,
460312,1,颔首。,nod,
460511,1,鞣皮子,tan a hide,
460511,2,这皮子鞣得不够熟。,The hide isn't properly tanned.,
460811,1,猥杂。,miscellaneous,
460812,1,猥亵。,indecent,
461011,1,咔唑,carbazole,
461011,2,噻唑。,thiazole,
461211,1,推推搡搡,shoves and thrusts,
461211,2,把他搡了个跟头。,He was shoved off his feet and fell to the ground.,
461311,1,煅石膏。,calcined gypsum,
461711,1,山势峥,mountains towering high,
461711,2,怪石峥,lofty and bizarre rocks,
461711,3,殿宇峥。,soaring palaces and halls,
461712,1,头角峥,(of a youth) brilliant,
461712,2,峥岁月。,eventful years; memorable years (of one's life),
462011,1,掮着行李到车站去。,carry luggage or traveller's bags to the station,
462511,1,颀长。,tall in build,
462611,1,磐石。,huge rock,
462811,1,自诩。,boast; brag,
462911,1,棺柩,bier,
462911,2,灵柩。,coffin containing a corpse,
463011,1,黢黑,completely dark; pitch-black; pitch-dark,
463011,2,黑黢黢。,pitch-black; pitch-dark,
463111,1,骈俪,parallelism,
463111,2,俪句。,parallel sentences,
463112,1,俪影。,photograph of a couple,
463211,1,烹饪。,cooking; culinary art,
463311,1,姘夫,adulterer,
463311,2,姘妇。,adulteress,
463411,1,船艄。,stern,
463412,1,掌艄,be at the helm,
463412,2,撑艄。,punt a boat with a long bamboo pole,
463711,1,责有攸归,responsibility should lie where it belongs,
463711,2,利害攸关。,affect one's interests,
464211,1,孳生,multiply; propagate; breed,
464211,2,孳乳。,(of mammals) breed; propagate; multiply,
464511,1,杵臼,mortar and pestle,
464511,2,砧杵。,hammering block and pestle,
464512,1,杵药。,pound medicinal herbs with a pestle,
464513,1,用手指头杵了他一下,gave him a poke with the finger,
464513,2,得拿棍子往里杵一杵。,We need a stick to poke inside.,
464811,1,谵语。,delirious speech; ranting and raving; wild talk,
464911,1,"春光明媚,百花争妍。","The spring scene is bright and beautiful, with a hundred flowers contending in beauty.",
465011,1,羽檄。,official summons to arms inscribed on a wooden strip and attached with a feather as a sign of urgency,
465012,1,檄告天下。,issue a nationwide official announcement,
465212,1,助纣为虐。,help a tyrant to do evil,
465511,1,微醺,tipsy,
465511,2,醉醺醺。,heavily drunk; dead drunk; as drunk as a fiddler (or lord),
466011,1,墓碣,tombstone,
466011,2,残碑断碣。,crumbling monuments,
466411,1,白云出岫。,A white cloud floated out of the cave.,
466412,1,远岫。,distant peaks,
466711,1,忸的神情,bashful look,
466711,2,"别忸忸怩怩的,大方一些。",Stop being bashful; take it easy.,
467211,1,抢墒,seize time in sowing while there is sufficient moisture in the soil,
467211,2,保墒,preserve the soil moisture,
467211,3,跑墒。,lose moisture in the soil,
467311,1,子弹咝咝咝地从头顶上飞过。,Bullets whistled overhead.,
467411,1,濯足。,wash one's feet,
467711,1,吉峒坪(在湖南),Jidongping (in Hunan Province),
467711,2,峒中(在广东)。,Dongzhong (in Guangdong Province),
467811,1,城濠。,city moat,
467912,1,百卉俱腓。,All the plants have wilted.,
468111,1,耆老,old people,
468111,2,耆年。,old age,
468111,3,〈古arch.〉又同,also same as,
468211,1,谄笑,smile obsequiously; ingratiating smile,
468211,2,谄上欺下。,be servile to one's superiors and tyrannical to one's subordinates; fawn on those above and bully those below,
468611,1,凫趋雀跃(比喻人欢欣鼓舞)。,jubilant; elated; in high spirits,
468612,1,凫水。,swim,
468911,1,柴爿,chopped wood,
468911,2,竹爿。,slit bamboo,
469411,1,恫恐,fear,
469411,2,恫吓。,threaten; intimidate,
470011,1,嫖妓,visit prostitutes,
470011,2,嫖娼。,whoring,
470211,1,啐了一口唾沫。,expectorate some spittle,
470212,1,呀啐!休要胡说(多见于早期白话,oft. in early vernacular,
470321,1,莞而笑,give a winsome smile,
470321,2,不觉莞。,cannot help smiling,
470611,1,"嚯,原来你们也在这ㄦ!","Why, you're here, too!",
470711,1,偃卧,lie supine; lie on one's back,
470711,2,偃旗息鼓。,lower the flags and stop beating the drums,
470712,1,偃武修文。,lay down arms to cultivate the arts of peace,
471221,1,遛大街,stroll around the streets; go window-shopping,
471221,2,"闷得慌,出去遛遛","I feel bored, so let's go out for a walk.",
471221,3,下午到市场遛了一趟。,I walked around in the market in the afternoon.,
471222,1,遛鸟,take a walk with one's pet bird,
471222,2,遛狗,walk a dog,
471222,3,遛一遛马。,walk a horse,
471311,1,举一赅百,draw inferences on other cases from one instance,
471311,2,以偏赅全。,regard the part as the whole,
471312,1,言简意赅。,impart a profound meaning with only a few words; terse and to the point,
471811,1,万仞高山,mountain that is immeasurably high,
471811,2,"为山九仞,功亏一篑。",The lack of one basketful of earth spoils the entire effort to build a nine-ren mound. or A failure is a failure even though it has come so close to success.,
471911,1,剜野菜。,dig for wild vegetables,
472011,1,灯炷。,wick of an oil lamp,
472012,1,一炷香。,a burning joss stick,
472013,1,一炷香。,a burning joss stick,
472111,1,煨牛肉,stewed beef,
472111,2,煨山药。,stewed yam,
472112,1,煨白薯。,roast sweet potatoes in fresh cinders,
472213,1,贤棣。,wise younger brother,
472511,1,京畿,vicinity of the capital city,
472511,2,畿辅。,vicinity of the capital,
472611,1,稗史。,unofficial history; historical anecdotes,
472612,1,稗史。,unofficial history; historical anecdotes,
472811,1,鞭笞。,whip; lash; flog,
472911,1,爰其适归?,Where to go?,
472912,1,爰书其事以告。,"Therefore, I am writing to inform you about it.",
473111,1,画舫,painted pleasure boat,
473111,2,游舫,pleasure tour boat,
473111,3,石舫。,marble boat,
473211,1,聒噪,noisy; clamorous; raucous,
473211,2,聒耳。,strident; jarring,
473311,1,卑鄙龌。,sordid; foul,
473312,1,卑鄙龌。,sordid; foul,
473411,1,香茗,scented tea,
473411,2,品茗。,drink tea or sip tea for judgement of its quality,
473811,1,窗棂。,window lattice,
473911,1,同仇敌忾。,share a bitter hatred of the enemy,
474211,1,沤麻,ret flax or hemp; retting; rotting,
474211,2,沤粪。,make compost,
474221,1,浮沤。,foam; bubbles on the water surface,
474611,1,焙干研碎,dry sth. over a fire and grind it into powder,
474611,2,焙一点花椒。,cure a small amount of Chinese prickly ash seeds by drying them over a fire,
474721,1,莘学子。,students; large numbers of students,
475111,1,清癯。,thin,
475311,1,锃光,shiny,
475311,2,锃亮。,shiny,
475411,1,慰唁,express sympathy with the bereaved,
475411,2,吊唁,pay respect to the deceased and offer condolences to the bereaved,
475411,3,唁电。,message of condolences,
475711,1,白圭之玷。,flaw in a jade tablet; spot on white jade,
475712,1,玷污,blemish; stain; sully; smear; tarnish,
475712,2,玷辱。,bring humiliation; bring disgrace on; dishonour,
475811,1,畈田,big tract of farmland,
475811,2,周党畈(在河南),Zhoudangfan (in Henan Province),
475811,3,白水畈(在湖北),Baishuifan (in Hubei Province),
475811,4,葛畈(在浙江)。,Gefan (in Zhejiang Province),
475812,1,一畈田。,a big tract of farmland,
475911,1,烩虾仁,braised shrimp meat,
475911,2,烩什锦。,braised mixed vegetables or meats,
475912,1,烩饭,"simmering meat, vegetables and rice with water",
475912,2,烩饼。,shredded pancake simmered with meat and vegetables,
476311,1,自戕(自杀)。,kill oneself; commit suicide; take one's own life,
477011,1,针砭,ancient form of acupuncture; criticize; refute,
477011,2,砭骨,The cold wind cuts one to the marrow.,
477011,3,痛砭时弊。,castigate the abuses of the time,
477012,1,针砭,ancient form of acupuncture; criticize; refute,
477012,2,砭骨,The cold wind cuts one to the marrow.,
477012,3,痛砭时弊。,castigate the abuses of the time,
477411,1,夙兴夜寐。,rise early and retire late; work hard day and night,
477412,1,夙志,long-cherished ambition,
477412,2,夙愿。,long-cherished wish,
477511,1,书箧,small box for books,
477511,2,藤箧,rattan suitcase,
477511,3,行箧。,travelling case,
477611,1,用剪子铰。,cut with scissors,
