hanzi,pinyin,pos,definition_id,origin_definition_cn,definition_cn,origin_definition_en,definition_en
苛,kē,形容词,316512,烦琐,繁琐细致。,over-elaborate,over-elaborate
苜,mù,名词,410511,"[苜蓿](mù xu)多年生草本植物,叶子互生,复叶由三片小叶构成,小叶长圆形。开蝶形花,紫色,结荚果。是一种重要的牧草和绿肥作物。",重要牧草植物，三小叶复叶，紫花。,"alfalfa (Medicago sativa); lucerne; perennial herbal plant with alternate compound leaves each consisting of three oblong leaflets, and purple papilionaceous flowers and capsules, used as fodder and green manure;",alfalfa
苜蓿,mù xu,名词,2060046,一种牧草或绿肥植物,豆科牧草植物。,alfalfa; lucerne,lucerne
苞,bāo,名词,332811,花没开时包着花骨朵的小叶片,包裹花蕾的小叶片。,bud; small protuberance on the stem of a plant that may develop into a flower,bud
苞,bāo,形容词,332812,丛生而茂密,形容植物生长茂密。,luxuriant; profuse; thick,luxuriant
苟,gǒu,形容词,284911,随便,马虎随意。,casual,careless
苟,gǒu,名词,284912,(Gǒu)姓。,姓氏。,a surname,a surname
苟,gǒu,连词,284913,假使;如果,表示假设，相当于“如果”,if,if
苡,yǐ,名词,510211,薏苡。,指薏苡，一种植物,Job's tears,Job's tears
苣,qǔ,名词,502421,"[苣荬菜](qǔ mǎicài)多年生草本植物,野生,叶子互生,广披针形,边缘有不整齐的锯齿,花黄色。茎叶嫩时可以吃。",苣荬菜，一种多年生草本植物，叶子可食用,"witloof; endive (Cichorium endivia); perennial wild herb, having alternate broad-lanceolate leaves irregularly serrated on the edges, bearing yellow flowers, with its tender stems and leaves being edible",endive
若,ruò,连词,82221,如;好像,如同；好像,as if; like,as if
若,ruò,连词,82222,如果,表示假设，相当于“如果”,if,if
若,ruò,代词,82223,你,古汉语中表示“你”,you,you
若干,ruò gān,代词,944111,多少(问数量或指不定量),表示不定数量或询问数量,how much; how many; a few; several,several
苦,kǔ,形容词,57211,像胆汁或黄连的味道(跟‘甘’相对as opposed to‘sweet’}),味道像胆汁或黄连，与“甜”相对,bitter,bitter
苦,kǔ,形容词,57212,难受;痛苦,形容感觉难受或痛苦,hardship; suffering; pain,pain
苦,kǔ,动词,57213,使痛苦;使难受,使某人感到痛苦或难受,cause sb. so much pain; give sb. a hard time,cause pain
苦,kǔ,动词,57214,苦于,因某种原因而受苦,suffer from; be troubled by,suffer from
苦,kǔ,副词,57215,有耐心地;尽力地,尽力地；有耐心地,painstakingly; doing one's utmost,painstakingly
苦,kǔ,动词,57216,除去得太多;损耗太过,方言中指损耗过多,cut off too much; be worn out,worn out
苦尽甘来,kǔ jìn gān lái,其他,900711,"艰苦的境况过去,美好的境况到来。",比喻艰难过后迎来美好,after suffering comes happiness;,after suffering comes happiness
苫,shàn,动词,505811,用席、布等遮盖,用席子或布等遮盖,"cover with a mat, tarpaulin, etc.",cover
苫,shān,名词,505821,用草做成的盖东西或垫东西的器物,草制的遮盖或垫衬物,mat; flat piece of woven straw material used as a cover or cushion,mat
苯,běn,名词,243111,"有机化合物,化学式C?H?。无色液体,有芳香气味,容易挥发和燃烧。可用做燃料、溶剂、香料等,也用来合成有机物质。",一种有机化合物，化学式C?H?，无色易燃液体,"benzene; organic chemical compound and colourless fragrant liquid (C?H?) that volatilizes easily and burns quickly, used to make fuel, solvent, perfume, etc. and compound organisms",benzene
英,yīng,名词,49711,花,花朵,flower; petal,flower
英,yīng,名词,49712,才能或智慧过人的人,才能或智慧超群的人,outstanding person in talent or intelligence,outstanding person
英,yīng,名词,49713,(Yīng)姓。,姓氏,a surname,a surname
英,yīng,名词,49714,指英国,指英国,Great Britain; United Kingdom,Britain
英俊,yīng jùn,形容词,778311,才能出众,才能出众,brilliant; eminently talented,brilliant
英俊,yīng jùn,形容词,778312,容貌俊秀又有精神,容貌俊秀有精神,handsome; good-looking and vigorous,handsome
英勇,yīng yǒng,形容词,1003811,勇敢出众,勇敢出众,exceptionally brave; heroic; valiant,heroic
英明,yīng míng,形容词,1003711,卓越而明智,卓越明智,outstanding and wise; brilliant,wise
英雄,yīng xióng,名词,778411,才能勇武过人的人,才能勇武超群的人,hero; talented and brave person,hero
英雄,yīng xióng,名词,778412,"不怕困难,不顾自己,为人民利益而英勇斗争,令人钦敬的人",为人民利益英勇斗争的人,"person who never fears difficulties and struggles bravely for the sake of the people's interests, thus winning the respect of the people",hero
英雄,yīng xióng,形容词,778413,具有英雄品质的,具有英雄品质的,heroic; with qualities of a hero,heroic
苹果,píng guǒ,名词,559311,"落叶乔木,叶子椭圆形,花白色带有红晕。果实圆形,味甜或略酸,是普通水果。",落叶乔木，果实为常见水果,"apple tree (Malus pumila); deciduous tree that has oval leaves and white flowers with a pink flush and that bears round, edible fruit, generally with a sweet or slightly tart taste",apple tree
苹果,píng guǒ,名词,559312,这种植物的果实。,这种植物的果实。,"apple, fruit of this plant",apple
苻,fú,名词,501812,(Fú)姓。,姓氏,a surname,a surname
茁,zhuó,动词,399111,"(草木)发芽,也指植物旺盛生长",植物发芽或旺盛生长,(of plants) sprout; grow vigorously; grow luxuriantly; grow lushly,sprout
茂,mào,形容词,195211,茂盛,植物生长繁盛,luxuriant; dense,luxuriant
茂,mào,形容词,195212,丰富精美,丰富精美,rich and fine,rich
茂盛,mào shèng,形容词,913511,(植物)生长得多而茁壮,植物生长多而茁壮,(of plants) luxuriant,luxuriant
茂盛,mào shèng,形容词,913512,经济等兴旺,比喻经济兴旺,"(of economy, etc.) booming",booming
范,fàn,名词,60911,模子,模具,mould; pattern; matrix,mould
范,fàn,名词,60912,模范;好榜样,模范；榜样,model; good example,model
范,fàn,名词,60913,范围,界限,limits; range; scope,scope
范,fàn,动词,60914,限制,限制,restrict,restrict
范,fàn,名词,60915,姓。,姓氏,a surname,a surname
范围,fàn wéi,名词,620411,周围界限,周围界限,limits; scope; extent; range,scope
范围,fàn wéi,动词,620412,限制;概括,限制；概括,set limits to; limit the scope of,limit
范畴,fàn chóu,名词,846111,"人的思维对客观事物的普遍本质的概括和反映。各门科学都有自己的一些基本范畴,如化合、分解等,是化学的范畴;商品价值、抽象劳动、具体劳动等,是政治经济学的范畴;本质和现象、形式和内容、必然性和偶然性等,是唯物辩证法的基本范畴。",思维对事物本质的概括,"category; summarization and reflection of human thoughts on the general nature of objective matters. Each science has its own basic categories. For example, chemical combination and decomposition are categories of chemistry; commodity value, abstract labour and concrete labour are categories of political economy; and nature and phenomenon, form and content, and necessity and contingency are categories of materialist dialectics.",category
范畴,fàn chóu,名词,846112,类型;范围,类型；范围,domain; scope; realm; range,domain
茄,jiā,名词,282111,古书上指荷花的茎。,古书中指荷花的茎,stem of the lotus flower described in ancient books,lotus stem
茄,qié,名词,282121,茄子,茄子,eggplant (Solanum melongena); aubergine,eggplant
茅,máo,名词,230011,白茅。,白茅,cogon (Imperata cylindrica),cogon
茅,máo,名词,230012,(Máo)姓。,姓氏,a surname,a surname
茉,mò,名词,402311,"常绿灌木,叶子卵形或椭圆形,有光泽,花白色,香味浓厚。供观赏,花可用来熏制茶叶。","常绿灌木,叶子卵形或椭圆形,有光泽,花白色,香味浓厚。供观赏,花可用来熏制茶叶。","jasmine (Jasminum); evergreen shrub with lustrous, ovate or elliptical leaves and fragrant white flowers, used for ornament or in making jasmine tea",jasmine
茉,mò,名词,402312,这种植物的花。,这种植物的花。,flower of the plant,jasmine flower
茉莉,mò lì,名词,2060019,一种常绿灌木，花白色芳香,一种常绿灌木，花白色芳香,jasmine (the plant or flower),jasmine
茌,chí,名词,530411,"茌平(Chípíng),地名,在山东。",茌平，山东省的一个地名。,"Chiping, a place in Shandong Province","Chiping, a place in Shandong"
茎,jīng,名词,218711,"植物体的一部分,由胚芽发展而成,下部和根连接,上部一般都生有叶、花和果实。茎能输送水、无机盐和养料到植物体的各部分去,并有贮存养料和支持枝、叶子、花、果实等生长的作用。常见的有直立茎、缠绕茎、攀援茎、匍匐茎等多种。",植物的茎，连接根与叶、花、果实，负责输送养分和支持生长。,"stem of a plant; stalk developing from a plumule, connected with the root at its base, usu. with leaves, flowers and fruits at the top. A stem transports water, inorganic salts and nutrients to every part of the plant, stores nutrients and supports branches, leaves, flowers and fruits. Common varieties include strict stems, twining stems, climbing stems, and stolons.",plant stem
茎,jīng,名词,218712,像茎的东西,形状像茎的东西。,sth. resembling a stem or stalk,stem-like object
茎,jīng,量词,218713,用于长条形的东西,用于长条形物体的量词。,"[used for long, narrow things]","classifier for long, narrow objects"
茏葱,lóng cōng,形容词,2027811,(草木)青翠茂盛。,草木青翠茂盛的样子。,luxuriant growth of trees and grasses; verdant; luxuriantly green,verdant
茑,niǎo,名词,552211,"落叶小乔木,茎略能爬蔓,叶子掌状分裂,略作心脏形,表面有柔毛,花带绿色,果实球形。生长在四川等地的深山中。","落叶小乔木,茎略能爬蔓,叶子掌状分裂,略作心脏形,表面有柔毛,花带绿色,果实球形。生长在四川等地的深山中。","cypress vine (Quamoclit pennata); small deciduous arbour with intertwining stems, roughly heart-shaped palmate leaves with hair on the surface, greenish flowers and spherical fruit, growing in deep mountains in Sichuan and other areas",cypress vine
茔,yíng,名词,498811,坟地,坟地。,grave,grave
茕,qióng,形容词,533511,孤单;孤独。,孤单；孤独。,solitary; lonely,lonely
茕,qióng,形容词,533512,忧愁。,忧愁。,worried; woebegone,worried
茗,míng,名词,473411,"原指某种茶叶,今泛指喝的茶",茶的统称。,(orig.) a kind of tea; (in a broad sense) tea,tea
茜,xī,名词,442511,"人名用字,多用于外国妇女名字的译音。(人名中也有读qiàn的)",人名用字，多用于外国女性名字的音译。,"xi, a Chinese character used in personal names, and oft. in transliteration of female personal names of foreign countries; also pronounced qiàn in some personal names",used in transliteration of foreign female names
茜,qiàn,名词,442521,茜草。,茜草。,madder,madder
茜,qiàn,形容词,442522,红色,红色。,alizarin red; crimson,crimson
茧,jiǎn,名词,278711,"某些昆虫的幼虫在变成蛹之前吐丝做成的壳,通常是白色或黄色的。蚕茧是缫丝的原料。",昆虫幼虫吐丝形成的壳，如蚕茧。,"cocoon; silky or fibrous case which the larvae of certain insects spin about themselves for shelter during the pupa stage, usu. white or yellow. Silkworm cocoon is a raw material for spinning silk.",cocoon
茨,cí,动词,277211,用茅或苇盖屋子。,用茅草或芦苇盖屋顶。,thatch a roof with cogongrass or reed,thatch a roof
茨,cí,名词,277212,蒺藜。,蒺藜。,puncture vine,puncture vine
茫,máng,形容词,190711,形容水或其他事物没有边际、看不清楚,形容广阔无边或模糊不清。,boundless and indistinct,vast and indistinct
茫,máng,形容词,190712,无所知,一无所知。,ignorant; in the dark,ignorant
茫然,máng rán,形容词,913211,完全不知道的样子,完全不知道的样子。,oblivious; in the dark about sth.,clueless
茫然,máng rán,形容词,913212,失意的样子,失意的样子。,disheartened; embittered,disheartened
茫茫,máng máng,形容词,913111,没有边际看不清楚(多形容水,形容水或其他事物广阔无边。,oft. of water,boundless
茬,chá,名词,325911,农作物收割后留在地里的茎和根,农作物收割后留在地里的茎和根。,stubble; short stumps of grain left standing after harvesting,stubble
茬,chá,名词,325912,"指在同一块地上,作物种植或生长的次数,一次叫一茬",同一块地上作物种植或生长的次数。,crop; number of yields of crops planted on the same piece of land,crop cycle
