cihui,pinyin,rank
幽咽,you1'ye4,51660
油酥,you2'su1,51661
鱼漂,yu2'piao1,51662
玉洁冰清,yu4'jie2'bing1'qing1,51663
原案,yuan2'an4,51664
圆房,yuan2'fang2,51665
月工,yue4'gong1,51666
杂肥,za2'fei2,51667
在所不计,zai4'suo3'bu4'ji4,51668
藻井,zao3'jing3,51669
贼窝,zei2'wo1,51670
扎啤,zha1'pi2,51671
占星术,zhan1'xing1'shu4,51672
展柜,zhan3'gui4,51673
折冲,zhe2'chong1,51674
折中主义,zhe2'zhong1'zhu3'yi4,51675
赭石,zhe3'shi2,51676
针管,zhen1'guan3,51677
珍闻,zhen1'wen2,51678
整垮,zheng3'kua3,51679
正座,zheng4'zuo4,51680
知人论世,zhi1'ren2'lun4'shi4,51681
脂油,zhi1'you2,51682
直接经验,zhi2'jie1'jing1'yan4,51683
直溜,zhi2'liu,51684
直眉瞪眼,zhi2'mei2'deng4'yan3,51685
置辩,zhi4'bian4,51686
中药店,zhong1'yao4'dian4,51687
珠蚌,zhu1'bang4,51688
贮量,zhu4'liang4,51689
铸工,zhu4'gong1,51690
转关系,zhuan3'guan1'xi,51691
壮工,zhuang4'gong1,51692
籽实,zi3'shi2,51693
自流灌溉,zi4'liu2'guan4'gai4,51694
字模,zi4'mu2,51695
组合家具,zu3'he2'jia1'ju4,51696
嘴紧,zui3'jin3,51697
坐机关,zuo4'ji1'guan1,51698
柞蚕,zuo4'can2,51699
座号,zuo4'hao4,51700
埯,an3,51701
暗锁,an4'suo3,51702
拔火罐,ba2'huo3'guan4,51703
把风,ba3'feng1,51704
把牢,ba3'lao2,51705
白报纸,bai2'bao4'zhi3,51706
白璧微瑕,bai2'bi4'wei1'xia2,51707
白厅,bai2'ting1,51708
百口莫辩,bai3'kou3'mo4'bian4,51709
癍,ban1,51710
拌料,ban4'liao4,51711
胞衣,bao1'yi1,51712
暴饮暴食,bao4'yin3'bao4'shi2,51713
悲咽,bei1'ye4,51714
背静,bei4'jing,51715
髌骨,bin4'gu3,51717
冰砖,bing1'zhuan1,51718
兵油子,bing1'you2'zi3,51719
丙纶,bing3'lun2,51720
病秧子,bing4'yang1'zi3,51721
簸荡,bo3'dang4,51722
簸箩,bo3'luo,51723
补剂,bu3'ji4,51724
不对味儿,bu4'dui4'wei4'er,51725
不见经传,bu4'jian4'jing1'zhuan4,51726
财迷心窍,cai2'mi2'xin1'qiao4,51727
裁断,cai2'duan4,51728
彩扩,cai3'kuo4,51729
残棋,can2'qi2,51730
残渣余孽,can2'zha1'yu2'nie4,51731
草驴,cao3'lv2,51732
测谎仪,ce4'huang3'yi2,51733
插空,cha1'kong4,51734
插身,cha1'shen1,51735
查哨,cha2'shao4,51736
长命锁,chang2'ming4'suo3,51737
唱白脸,chang4'bai2'lian3,51738
炒青,chao3'qing1,51739
车轱辘话,che1'gu1'lu'hua4,51740
沉鱼落雁,chen2'yu2'luo4'yan4,51741
衬映,chen4'ying4,51742
称便,cheng1'bian4,51743
称述,cheng1'shu4,51744
诚笃,cheng2'du3,51745
诚招,cheng2'zhao1,51746
吃不透,chi1'bu4'tou4,51747
重起炉灶,chong2'qi3'lu2'zao4,51748
丑星,chou3'xing1,51749
初诊,chu1'zhen3,51750
传名,chuan2'ming2,51751
疮痍满目,chuang1'yi2'man3'mu4,51752
创牌子,chuang4'pai2'zi,51753
春汛,chun1'xun4,51754
蠢材,chun3'cai2,51755
催命鬼,cui1'ming4'gui3,51756
村容,cun1'rong2,51757
存照,cun2'zhao4,51758
打冷战,da3'leng3'zhan,51759
歹念,dai3'nian4,51760
丹毒,dan1'du2,51761
弹子房,dan4'zi'fang2,51762
党票,dang3'piao4,51763
刀削面,dao1'xiao1'mian4,51764
导因,dao3'yin1,51765
盗劫,dao4'jie2,51766
等份,deng3'fen4,51767
敌境,di2'jing4,51768
涤除,di2'chu2,51769
底册,di3'ce4,51770
底端,di3'duan1,51771
底火,di3'huo3,51772
电力网,dian4'li4'wang3,51773
电磨,dian4'mo2,51774
殿军,dian4'jun1,51775
丢饭碗,diu1'fan4'wan3,51776
丢眼色,diu1'yan3'se4,51777
冬藏,dong1'cang2,51778
冬菇,dong1'gu1,51779
斗心眼儿,dou4'xin1'yan3'er,51780
豆粉,dou4'fen3,51781
短装,duan3'zhuang1,51782
对举,dui4'ju3,51783
多元论,duo1'yuan2'lun4,51784
耳屎,er3'shi3,51785
二鬼子,er4'gui3'zi3,51786
烦请,fan2'qing3,51787
繁冗,fan2'rong3,51788
犯急,fan4'ji2,51789
泛泛而谈,fan4'fan4'er2'tan2,51790
访寻,fang3'xun2,51791
放像机,fang4'xiang4'ji1,51792
肥土,fei2'tu3,51793
废铜烂铁,fei4'tong2'lan4'tie3,51794
分句,fen1'ju4,51795
风镜,feng1'jing4,51796
封火,feng1'huo3,51797
敷陈,fu1'chen2,51798
扶手椅,fu2'shou3'yi3,51799
浮动工资,fu2'dong4'gong1'zi1,51800
浮名,fu2'ming2,51801
改嘴,gai3'zui3,51802
概观,gai4'guan1,51803
干馏,gan1'liu2,51804
赶得及,gan3'de'ji2,51805
钢锭,gang1'ding4,51806
岗警,gang3'jing3,51807
高限,gao1'xian4,51808
告贷,gao4'dai4,51809
疙里疙瘩,ge1'li3'ge1'da1,51810
根瘤菌,gen1'liu2'jun1,51811
肱骨,gong1'gu3,51812
宫外孕,gong1'wai4'yun4,51813
咕叽,gu1'ji1,51814
呱嗒,gua1'da1,51815
寡合,gua3'he2,51816
挂怀,gua4'huai2,51817
挂靴,gua4'xue1,51818
棺材瓤子,guan1'cai2'rang2'zi3,51819
棺柩,guan1'jiu4,51820
惯偷,guan4'tou1,51821
光艳,guang1'yan4,51822
瑰奇,gui1'qi2,51823
柜员机,gui4'yuan2'ji1,51824
果子露,guo3'zi'lu4,51825
过慢,guo4'man4,51826
撼天动地,han4'tian1'dong4'di4,51827
合该,he2'gai1,51828
黑貂,hei1'diao1,51829
后空翻,hou4'kong1'fan1,51830
花椰菜,hua1'ye1'cai4,51831
缓冲器,huan3'chong1'qi4,51832
涣然冰释,huan4'ran2'bing1'shi4,51833
黄皮书,huang2'pi2'shu1,51834
悔婚,hui3'hun1,51835
会账,hui4'zhang4,51836
混充,hun4'chong1,51837
豁子,huo1'zi,51838
活结,huo2'jie2,51839
火棒,huo3'bang4,51840
击发,ji1'fa1,51841
积垢,ji1'gou4,51842
极昼,ji2'zhou4,51843
疾言厉色,ji2'yan2'li4'se4,51844
加试,jia1'shi4,51845
家祭,jia1'ji4,51846
捡便宜,jian3'pian2'yi,51847
见阎王,jian4'yan2'wang,51848
腱鞘炎,jian4'qiao4'yan2,51849
讲价钱,jiang3'jia4'qian,51850
犟劲,jiang4'jin4,51851
交通肇事罪,jiao1'tong1'zhao4'shi4'zui4,51852
交验,jiao1'yan4,51853
娇痴,jiao1'chi1,51854
脚注,jiao3'zhu4,51855
揭老底,jie1'lao3'di3,51856
诘难,jie2'nan4,51857
解酒,jie3'jiu3,51858
解扣儿,jie3'kou4'er2,51859
界址,jie4'zhi3,51860
借景,jie4'jing3,51861
金嗓子,jin1'sang3'zi3,51862
进献,jin4'xian4,51863
经售,jing1'shou4,51864
惊艳,jing1'yan4,51865
晶石,jing1'shi2,51866
精饲料,jing1'si4'liao4,51867
敬上,jing4'shang4,51868
旧业,jiu4'ye4,51869
拒载,ju4'zai4,51870
隽语,juan4'yu3,51871
军阶,jun1'jie1,51872
开锣,kai1'luo2,51873
啃书本,ken3'shu1'ben3,51874
空谷足音,kong1'gu3'zu2'yin1,51875
孔方兄,kong3'fang1'xiong1,51876
口条,kou3'tiao2,51877
枯木逢春,ku1'mu4'feng2'chun1,51878
夸海口,kua1'hai3'kou3,51879
匡济,kuang1'ji4,51880
诓骗,kuang1'pian4,51881
愧悔,kui4'hui3,51882
揽权,lan3'quan2,51883
冷暖自知,leng3'nuan3'zi4'zhi1,51884
礼毕,li3'bi4,51885
礼聘,li3'pin4,51886
连鬓胡子,lian2'bin4'hu2'zi3,51888
连串,lian2'chuan4,51889
连裆裤,lian2'dang1'ku4,51890
连理枝,lian2'li3'zhi1,51891
连跑带跳,lian2'pao3'dai4'tiao4,51892
莲蓬头,lian2'peng2'tou2,51893
联体,lian2'ti3,51894
恋慕,lian4'mu4,51895
晾台,liang4'tai2,51896
僚机,liao2'ji1,51897
撂倒,liao4'dao3,51898
猎具,lie4'ju4,51899
临空,lin2'kong1,51900
零蛋,ling2'dan4,51901
炉门,lu2'men2,51902
路卡,lu4'ka3,51903
露洒,lu4'sa3,51904
落点,luo4'dian3,51905
落落寡合,luo4'luo4'gua3'he2,51906
马槽,ma3'cao2,51907
卖官鬻爵,mai4'guan1'yu4'jue2,51908
妹婿,mei4'xu4,51909
门钉,men2'ding1,51910
米粮川,mi3'liang2'chuan1,51911
靡靡之音,mi3'mi3'zhi1'yin1,51912
秘传,mi4'chuan2,51913
免战牌,mian3'zhan4'pai2,51914
面巾纸,mian4'jin1'zhi3,51915
面砖,mian4'zhuan1,51916
明枪暗箭,ming2'qiang1'an4'jian4,51917
鸣禽,ming2'qin2,51918
莫可名状,mo4'ke3'ming2'zhuang4,51919
漠不相关,mo4'bu4'xiang1'guan1,51920
募化,mu4'hua4,51921
难字,nan2'zi4,51922
嫩滑,nen4'hua2,51923
溺婴,ni4'ying1,51924
尿血,niao4'xie3,51925
牛刀小试,niu2'dao1'xiao3'shi4,51926
纽子,niu3'zi3,51927
女能人,nv3'neng2'ren2,51928
拍花,pai1'hua1,51929
排子车,pai3'zi'che1,51930
抛离,pao1'li2,51931
赔小心,pei2'xiao3'xin1,51932
喷射器,pen1'she4'qi4,51933
批点,pi1'dian3,51934
皮试,pi2'shi4,51935
品红,pin3'hong2,51936
评功摆好,ping2'gong1'bai3'hao3,51937
评判员,ping2'pan4'yuan2,51938
起点站,qi3'dian3'zhan4,51939
气泵,qi4'beng4,51940
弃甲曳兵,qi4'jia3'ye4'bing1,51941
谦词,qian1'ci2,51942
前仇,qian2'chou2,51943
潜水泵,qian2'shui3'beng4,51944
黔剧,qian2'ju4,51945
羌笛,qiang1'di2,51946
强梁,qiang2'liang2,51947
墙裙,qiang2'qun2,51948
抢墒,qiang3'shang1,51949
桥桩,qiao2'zhuang1,51950
翘企,qiao2'qi3,51951
青杨,qing1'yang2,51952
清炒,qing1'chao3,51953
穷年累月,qiong2'nian2'lei3'yue4,51954
穹庐,qiong2'lu2,51955
求售,qiu2'shou4,51956
黢黑,qu1'hei1,51957
去火,qu4'huo3,51958
圈阅,quan1'yue4,51959
缺漏,que1'lou4,51960
惹火烧身,re3'huo3'shao1'shen1,51961
人丹,ren2'dan1,51962
肉末儿,rou4'mo4'er2,51963
散工,san3'gong1,51964
馓子,san3'zi3,51965
丧家犬,sang1'jia1'quan3,51967
僧帽,seng1'mao4,51968
砂眼,sha1'yan3,51969
膻味,shan1'wei4,51970
膳费,shan4'fei4,51971
上颚,shang4'e4,51972
上粪,shang4'fen4,51973
韶光,shao2'guang1,51974
少年先锋队,shao4'nian2'xian1'feng1'dui4,51975
设或,she4'huo4,51976
生恐,sheng1'kong3,51977
生拉硬拽,sheng1'la1'ying4'zhuai4,51978
声符,sheng1'fu2,51979
失盗,shi1'dao4,51980
失脚,shi1'jiao3,51981
石舫,shi2'fang3,51982
石炭酸,shi2'tan4'suan1,51983
实词,shi2'ci2,51984
拾人牙慧,shi2'ren2'ya2'hui4,51985
食蚁兽,shi2'yi3'shou4,51986
试播,shi4'bo1,51987
受胎,shou4'tai1,51988
熟菜,shu2'cai4,51989
水曲柳,shui3'qu3'liu3,51990
顺情,shun4'qing2,51991
死面,si3'mian4,51992
抬爱,tai2'ai4,51993
太平鼓,tai4'ping2'gu3,51994
弹簧锁,tan2'huang2'suo3,51995
檀香扇,tan2'xiang1'shan4,51996
坦直,tan3'zhi2,51997
汤池,tang1'chi2,51998
塘泥,tang2'ni2,51999
塘堰,tang2'yan4,52000
讨账,tao3'zhang4,52001
特型演员,te4'xing2'yan3'yuan2,52002
誊录,teng2'lu4,52003
啼饥号寒,ti2'ji1'hao2'han2,52004
替班,ti4'ban1,52005
甜橙,tian2'cheng2,52006
甜面酱,tian2'mian4'jiang4,52007
贴标签,tie1'biao1'qian1,52008
铁蒺藜,tie3'ji2'li2,52009
铁腕人物,tie3'wan4'ren2'wu4,52010
童蒙,tong2'meng2,52011
图典,tu2'dian3,52012
团代会,tuan2'dai4'hui4,52013
歪七扭八,wai1'qi1'niu3'ba1,52014
网络警察,wang3'luo4'jing3'cha2,52015
威信扫地,wei1'xin4'sao3'di4,52016
围嘴儿,wei2'zui3'er,52017
维吾尔文,wei2'wu2'er3'wen2,52018
文卷,wen2'juan3,52019
纹身,wen2'shen1,52020
问难,wen4'nan4,52021
卧佛,wo4'fo2,52022
屋架,wu1'jia4,52023
无功受禄,wu2'gong1'shou4'lu4,52024
五十步笑百步,wu3'shi2'bu4'xiao4'bai3'bu4,52025
误期,wu4'qi1,52026
西部片,xi1'bu4'pian4,52027
西晒,xi1'shai4,52028
稀溜溜,xi1'liu1'liu1,52029
习好,xi2'hao4,52030
喜钱,xi3'qian,52031
喜丧,xi3'sang1,52032
戏服,xi4'fu2,52033
瞎聊,xia1'liao2,52034
瞎说八道,xia1'shuo1'ba1'dao4,52035
侠肝义胆,xia2'gan1'yi4'dan3,52036
闲职,xian2'zhi2,52037
显豁,xian3'huo4,52038
线呢,xian4'ni2,52039
相反相成,xiang1'fan3'xiang1'cheng2,52040
香云纱,xiang1'yun2'sha1,52041
消音器,xiao1'yin1'qi4,52042
小仓库,xiao3'cang1'ku4,52043
小市,xiao3'shi4,52044
谐剧,xie2'ju4,52045
谢仪,xie4'yi2,52046
心口如一,xin1'kou3'ru2'yi1,52047
新历,xin1'li4,52048
芯子,xin4'zi,52049
腥臊,xing1'sao1,52050
行诈,xing2'zha4,52051
形胜,xing2'sheng4,52052
形影相随,xing2'ying3'xiang1'sui2,52053
凶蛮,xiong1'man2,52054
凶年,xiong1'nian2,52055
兄弟阋墙,xiong1'di4'xi4'qiang2,52056
胸椎,xiong1'zhui1,52057
熊包,xiong2'bao1,52058
休刊,xiu1'kan1,52059
虚数,xu1'shu4,52060
虚有其表,xu1'you3'qi2'biao3,52061
悬梯,xuan2'ti1,52062
悬心,xuan2'xin1,52063
选发,xuan3'fa1,52064
选载,xuan3'zai4,52065
学衔,xue2'xian2,52066
醺然,xun1'ran2,52067
牙碜,ya2'chen3,52068
牙慧,ya2'hui4,52069
牙轮,ya2'lun2,52070
亚麻布,ya4'ma2'bu4,52071
芫荽,yan2'sui1,52072
盐花,yan2'hua1,52073
盐卤,yan2'lu3,52074
艳情,yan4'qing2,52075
艳冶,yan4'ye3,52076
秧歌剧,yang1'ge1'ju4,52077
阳春面,yang2'chun1'mian4,52078
阳关大道,yang2'guan1'da4'dao4,52079
腰肌劳损,yao1'ji1'lao2'sun3,52080
药引子,yao4'yin3'zi3,52081
野葡萄,ye3'pu2'tao2,52082
一通百通,yi1'tong1'bai3'tong1,52083
一无所能,yi1'wu2'suo3'neng2,52084
一语破的,yi1'yu3'po4'di4,52085
衣摆,yi1'bai3,52086
遗祸,yi2'huo4,52087
义捐,yi4'juan1,52088
亦庄亦谐,yi4'zhuang1'yi4'xie2,52089
异才,yi4'cai2,52090
因事制宜,yin1'shi4'zhi4'yi2,52091
阴功,yin1'gong1,52092
饮弹,yin3'dan4,52093
荧幕,ying2'mu4,52094
影印件,ying3'yin4'jian4,52095
泳镜,yong3'jing4,52096
勇毅,yong3'yi4,52097
忧苦,you1'ku3,52098
幽邃,you1'sui4,52099
邮集,you2'ji2,52100
油印机,you2'yin4'ji1,52101
渔妇,yu2'fu4,52102
渔鼓,yu2'gu3,52103
愚鲁,yu2'lu3,52104
玉米油,yu4'mi3'you2,52105
元夜,yuan2'ye4,52106
圆凳,yuan2'deng4,52107
圆谎,yuan2'huang3,52108
远交近攻,yuan3'jiao1'jin4'gong1,52109
运数,yun4'shu4,52110
栽绒,zai1'rong2,52111
啧啧称羡,ze2'ze2'cheng1'xian4,52112
沾手,zhan1'shou3,52113
赵公元帅,zhao4'gong1'yuan2'shuai4,52114
针药,zhen1'yao4,52115
征募,zheng1'mu4,52116
正体,zheng4'ti3,52117
直筒子,zhi2'tong3'zi3,52118
中允,zhong1'yun3,52119
钟鸣鼎食,zhong1'ming2'ding3'shi2,52120
种瓜得瓜，种豆得豆,zhong4'gua1'de2'gua1'zhong4'dou4'de2'dou4,52121
茱萸,zhu1'yu2,52122
主文,zhu3'wen2,52123
柱廊,zhu4'lang2,52124
抓斗,zhua1'dou3,52125
专名,zhuan1'ming2,52126
篆体,zhuan4'ti3,52127
子息,zi3'xi1,52128
紫药水,zi3'yao4'shui3,52129
自肥,zi4'fei2,52130
棕黑,zong1'hei1,52131
遵嘱,zun1'zhu3,52132
佐理,zuo3'li3,52133
坐观成败,zuo4'guan1'cheng2'bai4,52134
按脉,an4'mai4,52135
凹版,ao1'ban3,52136
半中腰,ban4'zhong1'yao1,52137
梆硬,bang1'ying4,52138
包心菜,bao1'xin1'cai4,52139
宝盖儿,bao3'gai4'er2,52140
保安族,bao3'an1'zu2,52141
爆炸力,bao4'zha4'li4,52142
备饭,bei4'fan4,52143
本字,ben3'zi4,52144
逼供信,bi1'gong4'xin4,52145
笔体,bi3'ti3,52146
笔洗,bi3'xi3,52147
避雷器,bi4'lei2'qi4,52148
边防哨,bian1'fang2'shao4,52149
边务,bian1'wu4,52150
砭骨,bian1'gu3,52151
蝙蝠衫,bian1'fu2'shan1,52152
便利店,bian4'li4'dian4,52153
辩护士,bian4'hu4'shi4,52154
表记,biao3'ji4,52155
别绪,bie2'xu4,52156
秉正,bing3'zheng4,52157
拨发,bo1'fa1,52158
部头,bu4'tou2,52159
踩道,cai3'dao4,52160
藏掖,cang2'ye1,52161
草菇,cao3'gu1,52162
缠结,chan2'jie2,52163
畅想曲,chang4'xiang3'qu3,52164
抄件,chao1'jian4,52165
超短波,chao1'duan3'bo1,52166
潮汐能,chao2'xi1'neng2,52167
车模,che1'mo2,52168
成精,cheng2'jing1,52169
吃儿,chi1'er,52170
吃小灶,chi1'xiao3'zao4,52171
赤露,chi4'lu4,52172
重影,chong2'ying3,52173
处暑,chu3'shu3,52174
川贝,chuan1'bei4,52175
串讲,chuan4'jiang3,52176
串游,chuan4'you,52177
唇吻,chun2'wen3,52178
词牌,ci2'pai2,52179
瓷窑,ci2'yao2,52180
辞章,ci2'zhang1,52181
慈颜,ci2'yan2,52182
凑拢,cou4'long3,52183
搭扣,da1'kou4,52184
打食,da3'shi2,52185
打通关,da3'tong1'guan1,52186
大轰大嗡,da4'hong1'da4'weng1,52187
大叶杨,da4'ye4'yang2,52188
待聘,dai4'pin4,52189
单句,dan1'ju4,52190
淡妆浓抹,dan4'zhuang1'nong2'mo3,52191
倒找,dao4'zhao3,52192
得亏,dei3'kui1,52193
等外品,deng3'wai4'pin3,52194
嫡长子,di2'zhang3'zi3,52195
地埂,di4'geng3,52196
地脚,di4'jiao3,52197
地震棚,di4'zhen4'peng2,52198
递变,di4'bian4,52199
递升,di4'sheng1,52200
顶数,ding3'shu4,52201
定调子,ding4'diao4'zi,52202
赌瘾,du3'yin3,52203
端架子,duan1'jia4'zi3,52204
断狱,duan4'yu4,52205
锻工,duan4'gong1,52206
对词,dui4'ci2,52207
对火,dui4'huo3,52208
夺杯,duo2'bei1,52209
二把刀,er4'ba3'dao1,52210
二重奏,er4'chong2'zou4,52211
二一添作五,er4'yi1'tian1'zuo4'wu3,52212
发物,fa1'wu4,52213
发屋,fa1'wu1,52214
烦愁,fan2'chou2,52215
饭勺,fan4'shao2,52216
放暗箭,fang4'an4'jian4,52217
飞盘,fei1'pan2,52218
非职务发明,fei1'zhi2'wu4'fa1'ming2,52219
废品率,fei4'pin3'lv4,52220
奋勉,fen4'mian3,52221
烽燧,feng1'sui4,52222
蜂腰,feng1'yao1,52223
浮皮潦草,fu2'pi2'liao2'cao3,52224
附寄,fu4'ji4,52225
富商大贾,fu4'shang1'da4'gu3,52226
腹股沟,fu4'gu3'gou1,52227
改锥,gai3'zhui1,52228
芥蓝,gai4'lan2,52229
赶趟儿,gan3'tang4'er,52230
刚勇,gang1'yong3,52231
港味儿,gang3'wei4'er2,52232
高射机枪,gao1'she4'ji1'qiang1,52233
根芽,gen1'ya2,52234
工稳,gong1'wen3,52235
公制,gong1'zhi4,52236
苟且偷安,gou3'qie3'tou1'an1,52237
狗屎堆,gou3'shi3'dui1,52238
骨胶,gu3'jiao1,52239
鼓弄,gu3'nong,52240
瓜蔓,gua1'man4,52241
观音土,guan1'yin1'tu3,52242
惯用语,guan4'yong4'yu3,52243
光洁度,guang1'jie2'du4,52244
犷悍,guang3'han4,52245
国防绿,guo2'fang2'lv4,52246
过谦,guo4'qian1,52247
过筛,guo4'shai1,52248
海钓,hai3'diao4,52249
海平线,hai3'ping2'xian4,52250
函复,han2'fu4,52251
豪举,hao2'ju3,52252
何许,he2'xu3,52253
和光同尘,he2'guang1'tong2'chen2,52254
核装置,he2'zhuang1'zhi4,52255
黑货,hei1'huo4,52256
哼哈二将,heng1'ha1'er4'jiang4,52257
横轴,heng2'zhou2,52258
红案,hong2'an4,52259
红壤,hong2'rang3,52260
洪帮,hong2'bang1,52261
哄劝,hong1'quan4,52262
后半天,hou4'ban4'tian1,52263
狐裘,hu2'qiu2,52264
胡吃海喝,hu2'chi1'hai3'he1,52265
胡搅,hu2'jiao3,52266
湖笔,hu2'bi3,52267
户枢不蠹,hu4'shu1'bu4'du4,52268
户型,hu4'xing2,52269
滑爽,hua2'shuang3,52270
话旧,hua4'jiu4,52271
幻视,huan4'shi4,52272
换肩,huan4'jian1,52273
黄萎病,huang2'wei3'bing4,52274
晃摇,huang4'yao2,52275
灰分,hui1'fen4,52276
徽墨,hui1'mo4,52277
回火,hui2'huo3,52278
悔不当初,hui3'bu4'dang1'chu1,52279
毁誉参半,hui3'yu4'can1'ban4,52280
汇费,hui4'fei4,52281
活靶,huo2'ba3,52282
唧筒,ji1'tong3,52283
稽考,ji1'kao3,52284
几次三番,ji3'ci4'san1'fan1,52285
家庭服务员,jia1'ting2'fu2'wu4'yuan2,52286
家燕,jia1'yan4,52287
夹被,jia2'bei4,52288
奸险,jian1'xian3,52289
监押,jian1'ya1,52290
兼施,jian1'shi1,52291
笺注,jian1'zhu4,52292
缣帛,jian1'bo2,52293
犟嘴,jiang4'zui3,52294
娇妻,jiao1'qi1,52295
娇声,jiao1'sheng1,52296
焦干,jiao1'gan1,52297
街头剧,jie1'tou2'ju4,52298
节减,jie2'jian3,52299
结疤,jie2'ba1,52300
金缕玉衣,jin1'lv3'yu4'yi1,52301
金霉素,jin1'mei2'su4,52302
金闪闪,jin1'shan3'shan3,52303
尽然,jin4'ran2,52304
惊鸿,jing1'hong2,52305
惊险片,jing1'xian3'pian4,52306
竞投,jing4'tou2,52307
举兵,ju3'bing1,52308
绢本,juan4'ben3,52309
绝经,jue2'jing1,52310
绝口不提,jue2'kou3'bu4'ti2,52311
君主国,jun1'zhu3'guo2,52312
菌肥,jun1'fei2,52313
俊雅,jun4'ya3,52314
开笔,kai1'bi3,52315
考期,kao3'qi1,52316
珂罗版,ke1'luo2'ban3,52317
可鉴,ke3'jian4,52318
可兰经,ke3'lan2'jing1,52319
刻舟求剑,ke4'zhou1'qiu2'jian4,52320
空口无凭,kong1'kou3'wu2'ping2,52321
孔雀石,kong3'que4'shi2,52322
髋骨,kuan1'gu3,52323
狂徒,kuang2'tu2,52324
劳师动众,lao2'shi1'dong4'zhong4,52325
老江湖,lao3'jiang1'hu2,52326
老土,lao3'tu3,52327
垒砌,lei3'qi4,52328
垒墙,lei3'qiang2,52329
肋膜炎,lei4'mo2'yan2,52330
冷面孔,leng3'mian4'kong3,52331
立体电影,li4'ti3'dian4'ying3,52332
例题,li4'ti2,52333
连滚带爬,lian2'gun3'dai4'pa2,52334
连裤袜,lian2'ku4'wa4,52335
帘幕,lian2'mu4,52336
粮行,liang2'xing2,52337
尥蹶子,liao4'jue3'zi,52338
流萤,liu2'ying2,52339
龙爪槐,long2'zhao3'huai2,52340
漏夜,lou4'ye4,52341
露底,lou4'di3,52342
炉温,lu2'wen1,52343
绿葱葱,lv4'cong1'cong1,52344
落发,luo4'fa4,52345
麦糠,mai4'kang1,52346
脉管炎,mai4'guan3'yan2,52347
满当当,man3'dang1'dang1,52348
猫耳洞,mao1'er3'dong4,52349
毛南族,mao2'nan2'zu2,52350
魅人,mei4'ren2,52351
门匾,men2'bian3,52352
门派,men2'pai4,52353
米醋,mi3'cu4,52354
面告,mian4'gao4,52355
面洽,mian4'qia4,52356
名帖,ming2'tie3,52357
摸彩,mo1'cai3,52358
木槿,mu4'jin3,52359
暮景,mu4'jing3,52360
奶名,nai3'ming2,52361
囊中物,nang2'zhong1'wu4,52362
脑充血,nao3'chong1'xue4,52363
闹戏,nao4'xi4,52364
内当家,nei4'dang1'jia1,52365
内陆国,nei4'lu4'guo2,52366
内详,nei4'xiang2,52367
拈轻怕重,nian1'qing1'pa4'zhong4,52368
年高德劭,nian2'gao1'de2'shao4,52369
凝缩,ning2'suo1,52370
暖乎乎,nuan3'hu1'hu1,52371
排风扇,pai2'feng1'shan4,52372
旁出,pang2'chu1,52373
跑题,pao3'ti2,52374
炮筒子,pao4'tong3'zi,52375
配膳,pei4'shan4,52377
蓬散,peng2'san4,52378
篷车,peng2'che1,52379
膨化,peng2'hua4,52380
披沙拣金,pi1'sha1'jian3'jin1,52381
皮猴儿,pi2'hou2'er,52382
皮里阳秋,pi2'li3'yang2'qiu1,52383
癖性,pi3'xing4,52384
蹁跹,pian2'xian1,52385
贫油,pin2'you2,52386
屏条,ping2'tiao2,52387
婆婆嘴,po2'po2'zui3,52388
破陋,po4'lou4,52389
破相,po4'xiang4,52390
铺面房,pu4'mian4'fang2,52391
起笔,qi3'bi3,52392
气冲霄汉,qi4'chong1'xiao1'han4,52393
千瓦小时,qian1'wa3'xiao3'shi2,52394
芊芊,qian1'qian1,52395
钱串子,qian2'chuan4'zi,52396
潜水衣,qian2'shui3'yi1,52397
潜滋暗长,qian2'zi1'an4'zhang3,52398
墙头草,qiang2'tou2'cao3,52399
侨属,qiao2'shu3,52400
窃密,qie4'mi4,52401
清盘,qing1'pan2,52402
擎天柱,qing2'tian1'zhu4,52403
曲霉,qu1'mei2,52404
去痛片,qu4'tong4'pian4,52405
拳棒,quan2'bang4,52406
让价,rang4'jia4,52407
热饮,re4'yin3,52408
人欢马叫,ren2'huan1'ma3'jiao4,52409
肉丁,rou4'ding1,52410
肉头,rou4'tou2,52411
乳儿,ru3'er2,52412
乳黄色,ru3'huang2'se4,52413
赛船,sai4'chuan2,52414
赛璐珞,sai4'lu4'luo4,52415
色魔,se4'mo2,52416
沙金,sha1'jin1,52417
沙灾,sha1'zai1,52418
纱笼,sha1'long2,52419
商路,shang1'lu4,52420
上肥,shang4'fei2,52421
上颌,shang4'he2,52422
赊购,she1'gou4,52423
舍身求法,she3'shen1'qiu2'fa3,52424
社会青年,she4'hui4'qing1'nian2,52425
审处,shen3'chu3,52426
实益,shi2'yi4,52427
矢量,shi3'liang4,52428
饰词,shi4'ci2,52429
枢要,shu1'yao4,52430
舒筋活血,shu1'jin1'huo2'xue4,52431
疏略,shu1'lve4,52432
树墩,shu4'dun1,52433
耍奸,shua3'jian1,52434
爽目,shuang3'mu4,52435
水葱,shui3'cong1,52436
水碾,shui3'nian3,52437
税单,shui4'dan1,52438
吮咂,shun3'za1,52439
厮熟,si1'shu2,52440
死机,si3'ji1,52441
死扣儿,si3'kou4'er,52442
死球,si3'qiu2,52443
送展,song4'zhan3,52444
速决战,su4'jue2'zhan4,52445
